timestamp,value,anomaly_score,predValueFirst,predValueLast,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-01 00:00:00,-21.0483826823,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-01 00:05:00,-20.2954768676,0.0,-10.5241913412,0.0,0,0.0,0.0,0.0
2014-04-01 00:10:00,-18.1272294683,0.0,-13.7812865166,0.0,0,0.0,0.0,0.0
2014-04-01 00:15:00,-20.1716653997,0.0,-14.8677722546,0.0,0,0.0,0.0,0.0
2014-04-01 00:20:00,-21.223761612,0.0,-15.9285508836,0.0,0,0.0,0.0,0.0
2014-04-01 00:25:00,-19.1044911334,0.0,-16.811086005,0.0,0,0.0,0.0,0.0
2014-04-01 00:30:00,-21.5894464959,0.0,-17.138715309,0.0,0,0.0,0.0,0.0
2014-04-01 00:35:00,-18.9450416275,0.0,-17.6950567074,0.0,0,0.0,0.0,0.0
2014-04-01 00:40:00,-18.3058925306,0.0,-17.8339439207,0.0,0,0.0,0.0,0.0
2014-04-01 00:45:00,-18.6397572378,0.0,-17.8811387817,0.0,0,0.0,0.0,0.0
2014-04-01 00:50:00,-21.3480114749,0.0,-17.9501040959,0.0,0,0.0,0.0,0.0
2014-04-01 00:55:00,-19.6692236762,0.0,-18.2332630442,0.0,0,0.0,0.0,0.0
2014-04-01 01:00:00,-21.1877822545,0.0,-18.3437215543,0.0,0,0.0,0.0,0.0
2014-04-01 01:05:00,-20.124932244,0.0,-18.5468687472,0.0,0,0.0,0.0,0.0
2014-04-01 01:10:00,-19.9222364992,0.0,-18.6520729803,0.0,0,0.0,0.0,0.0
2014-04-01 01:15:00,-21.227652606,0.0,-18.7314582002,0.0,0,0.0,0.0,0.0
2014-04-01 01:20:00,-19.6939504468,0.0,-18.8782931653,0.0,0,0.0,0.0,0.0
2014-04-01 01:25:00,-21.2081309243,0.0,-18.9236074587,0.0,0,0.0,0.0,0.0
2014-04-01 01:30:00,-18.4026486599,0.0,-19.0438455358,0.0,0,0.0,0.0,0.0
2014-04-01 01:35:00,-20.5452432622,0.0,-19.011785692,0.0,0,0.0,0.0,0.0
2014-04-01 01:40:00,-20.8103482262,0.0,-19.0848074811,0.0,0,0.0,0.0,0.0
2014-04-01 01:45:00,-21.5963895846,0.0,-19.1632411513,0.0,0,0.0,0.0,0.0
2014-04-01 01:50:00,-18.8972956749,0.0,-19.2690302136,0.0,0,0.0,0.0,0.0
2014-04-01 01:55:00,-20.4168795204,0.0,-19.2535412745,0.0,0,0.0,0.0,0.0
2014-04-01 02:00:00,-19.7330262548,0.0,-19.3000748044,0.0,0,0.0,0.0,0.0
2014-04-01 02:05:00,-19.5310866222,0.0,-19.3167267832,0.0,0,0.0,0.0,0.0
2014-04-01 02:10:00,-18.4268542208,0.0,-19.3246660365,0.0,0,0.0,0.0,0.0
2014-04-01 02:15:00,-18.5369333224,0.0,-19.2926013288,0.0,0,0.0,0.0,0.0
2014-04-01 02:20:00,-21.3479538458,0.0,-19.2665438114,0.0,0,0.0,0.0,0.0
2014-04-01 02:25:00,-20.9990137293,0.0,-19.3359241458,0.0,0,0.0,0.0,0.0
2014-04-01 02:30:00,-19.5293645212,0.0,-19.3895721969,0.0,0,0.0,0.0,0.0
2014-04-01 02:35:00,-21.3139463256,0.0,-19.3939407071,0.0,0,0.0,0.0,0.0
2014-04-01 02:40:00,-18.3230647393,0.0,-19.4521226955,0.0,0,0.0,0.0,0.0
2014-04-01 02:45:00,-20.4990956681,0.0,-19.4189151085,0.0,0,0.0,0.0,0.0
2014-04-01 02:50:00,-21.4727042109,0.0,-19.4497774102,0.0,0,0.0,0.0,0.0
2014-04-01 02:55:00,-21.3554569241,0.0,-19.5059698214,0.0,0,0.0,0.0,0.0
2014-04-01 03:00:00,-19.4911310398,0.0,-19.5559559593,0.0,0,0.0,0.0,0.0
2014-04-01 03:05:00,-20.9809354122,0.0,-19.5542500404,0.0,0,0.0,0.0,0.0
2014-04-01 03:10:00,-19.7098725821,0.0,-19.5908317166,0.0,0,0.0,0.0,0.0
2014-04-01 03:15:00,-21.3605526576,0.0,-19.5938077382,0.0,0,0.0,0.0,0.0
2014-04-01 03:20:00,-20.1230478006,0.0,-19.6368990777,0.0,0,0.0,0.0,0.0
2014-04-01 03:25:00,-21.0594281964,0.0,-19.6484740473,0.0,0,0.0,0.0,0.0
2014-04-01 03:30:00,-18.3142863292,0.0,-19.6812869345,0.0,0,0.0,0.0,0.0
2014-04-01 03:35:00,-20.3601038864,0.0,-19.6502187389,0.0,0,0.0,0.0,0.0
