timestamp,value,anomaly_score,predValue,label
2014-04-02 14:25:00,0.068,0.0301029996659,0.068,0
2014-04-02 14:30:00,0.102,0.0301029996659,0.064463705649,0
2014-04-02 14:35:00,0.1,0.0301029996659,0.0667756240938,0
2014-04-02 14:40:00,0.098,0.0301029996659,0.0693551250848,0
2014-04-02 14:45:00,0.102,0.0301029996659,0.0825273876621,0
2014-04-02 14:50:00,0.2,1.0,0.288736933123,0
2014-04-02 14:55:00,0.1,0.0301029996659,-0.0155192142655,0
2014-04-02 15:00:00,29.138,1.0,806.137071313,0
2014-04-02 15:05:00,92.358,1.0,-47.8821463262,0
2014-04-02 15:10:00,89.306,0.0301029996659,12.91689294,0
2014-04-02 15:15:00,89.81,0.0301029996659,26.0909193336,0
2014-04-02 15:20:00,20.24,0.0301029996659,-31.3746679332,0
2014-04-02 15:25:00,0.1,0.0301029996659,74.7092230049,0
2014-04-02 15:30:00,0.102,0.0301029996659,-6.54921063164,0
2014-04-02 15:35:00,0.102,0.0301029996659,-35.9769771335,0
2014-04-02 15:40:00,0.066,0.0301029996659,33.5358568907,0
2014-04-02 15:45:00,0.098,0.0301029996659,-52.6546713011,0
2014-04-02 15:50:00,0.1,0.0301029996659,-14.9196192294,0
2014-04-02 15:55:00,0.102,0.0301029996659,18.7845214743,0
2014-04-02 16:00:00,0.098,0.0301029996659,-12.1863878478,0
2014-04-02 16:05:00,0.098,0.0301029996659,67.3816371833,0
2014-04-02 16:10:00,0.066,0.0301029996659,-67.7000216962,0
2014-04-02 16:15:00,0.098,0.0301029996659,26.5037886026,0
2014-04-02 16:20:00,0.102,0.0301029996659,35.7429940108,0
2014-04-02 16:25:00,0.068,0.0301029996659,-22.4761127084,0
2014-04-02 16:30:00,0.1,0.0301029996659,-19.0530062075,0
2014-04-02 16:35:00,0.102,0.0301029996659,-9.00028940232,0
2014-04-02 16:40:00,0.1,0.0301029996659,-29.1188317956,0
2014-04-02 16:45:00,0.102,0.0301029996659,1.4084080306,0
2014-04-02 16:50:00,0.068,0.0301029996659,8.71228715515,0
2014-04-02 16:55:00,0.1,0.0301029996659,28.7159542159,0
2014-04-02 17:00:00,0.102,0.0301029996659,-19.6967476679,0
2014-04-02 17:05:00,73.17,0.0301029996659,164.416787935,0
2014-04-02 17:10:00,84.05,0.0301029996659,90.1828211786,0
2014-04-02 17:15:00,94.87,0.0301029996659,129.587118098,0
2014-04-02 17:20:00,68.828,0.0301029996659,11.7084185416,0
2014-04-02 17:25:00,0.102,0.0301029996659,-65.7047400642,0
2014-04-02 17:30:00,0.066,0.0301029996659,-7.46440023452,0
2014-04-02 17:35:00,0.1,0.0301029996659,-3.51821576353,0
2014-04-02 17:40:00,8.1,0.0301029996659,23.9975942184,0
2014-04-02 17:45:00,94.504,0.0301029996659,161.092537119,0
2014-04-02 17:50:00,0.136,0.0301029996659,-81.5278692602,0
2014-04-02 17:55:00,0.068,0.0301029996659,-7.97044673796,0
2014-04-02 18:00:00,0.102,0.0301029996659,-0.839482137606,0
2014-04-02 18:05:00,0.102,0.0301029996659,12.5178519614,0
2014-04-02 18:10:00,0.098,0.0301029996659,17.5936619442,0
2014-04-02 18:15:00,95.16,0.0301029996659,187.592805414,0
2014-04-02 18:20:00,7.532,0.0301029996659,-75.4871767241,0
2014-04-02 18:25:00,76.472,0.0301029996659,138.848010155,0
2014-04-02 18:30:00,86.222,0.0301029996659,90.9313204669,0
2014-04-02 18:35:00,94.076,0.0301029996659,100.035837117,0
2014-04-02 18:40:00,64.882,0.0301029996659,53.436272124,0
2014-04-02 18:45:00,0.102,0.0301029996659,-49.7470138557,0
2014-04-02 18:50:00,0.066,0.0301029996659,-50.8096617798,0
2014-04-02 18:55:00,0.102,0.0301029996659,-54.0467167586,0
2014-04-02 19:00:00,0.1,0.0301029996659,-34.0613383436,0
2014-04-02 19:05:00,0.1,0.0301029996659,-3.83108120779,0
2014-04-02 19:10:00,9.866,0.0301029996659,32.4931749989,0
2014-04-02 19:15:00,0.1,0.0301029996659,-7.28181485681,0
2014-04-02 19:20:00,0.1,0.0301029996659,-22.5300573625,0
2014-04-02 19:25:00,0.068,0.0301029996659,4.33937207313,0
2014-04-02 19:30:00,0.1,0.0301029996659,-29.4587355092,0
2014-04-02 19:35:00,0.066,0.0301029996659,-15.2431840622,0
2014-04-02 19:40:00,0.1,0.0301029996659,19.7343723203,0
2014-04-02 19:45:00,0.1,0.0301029996659,12.8069445492,0
2014-04-02 19:50:00,0.102,0.0301029996659,-21.855369173,0
2014-04-02 19:55:00,0.068,0.0301029996659,14.8437879742,0
2014-04-02 20:00:00,0.102,0.0301029996659,-20.0777967783,0
2014-04-02 20:05:00,0.102,0.0301029996659,-15.7671357472,0
2014-04-02 20:10:00,0.068,0.0301029996659,-6.80409012361,0
2014-04-02 20:15:00,0.098,0.0301029996659,27.6560744041,0
2014-04-02 20:20:00,0.102,0.0301029996659,6.09453283698,0
2014-04-02 20:25:00,0.1,0.0301029996659,-18.1524950673,0
2014-04-02 20:30:00,0.102,0.0301029996659,-18.9933605211,0
2014-04-02 20:35:00,0.066,0.0301029996659,23.9416041184,0
2014-04-02 20:40:00,0.102,0.0301029996659,21.5062424541,0
2014-04-02 20:45:00,0.102,0.0301029996659,19.9341927278,0
2014-04-02 20:50:00,0.068,0.0301029996659,26.810003523,0
2014-04-02 20:55:00,0.1,0.0301029996659,21.356747133,0
2014-04-02 21:00:00,0.102,0.0301029996659,3.84325785565,0
2014-04-02 21:05:00,0.102,0.0301029996659,-10.794402892,0
2014-04-02 21:10:00,0.102,0.0301029996659,-19.3328855111,0
2014-04-02 21:15:00,0.068,0.0301029996659,-30.8551644731,0
2014-04-02 21:20:00,0.1,0.0301029996659,4.59100576422,0
2014-04-02 21:25:00,34.432,0.0301029996659,75.1156524303,0
2014-04-02 21:30:00,92.866,0.0301029996659,121.2928477,0
2014-04-02 21:35:00,91.156,0.0301029996659,80.0902984129,0
2014-04-02 21:40:00,89.1,0.0301029996659,73.1355476501,0
2014-04-02 21:45:00,15.3,0.0301029996659,-61.055129391,0
2014-04-02 21:50:00,0.1,0.0301029996659,6.25490564628,0
2014-04-02 21:55:00,0.234,0.0301029996659,20.6381416358,0
2014-04-02 22:00:00,1.068,0.0301029996659,28.1424171801,0
2014-04-02 22:05:00,97.77,0.0301029996659,189.107584006,0
2014-04-02 22:10:00,80.834,0.0301029996659,65.4022845368,0
2014-04-02 22:15:00,93.612,0.0301029996659,118.051557956,0
2014-04-02 22:20:00,51.61,0.0301029996659,7.39087174269,0
2014-04-02 22:25:00,0.068,0.0301029996659,-47.975251049,0
2014-04-02 22:30:00,63.906,0.0301029996659,146.375989526,0
2014-04-02 22:35:00,83.068,0.0301029996659,64.2593812917,0
2014-04-02 22:40:00,97.164,0.0301029996659,130.48770432,0
2014-04-02 22:45:00,74.748,0.0301029996659,54.7797703044,0
2014-04-02 22:50:00,6.166,0.0301029996659,-8.08025817033,0
2014-04-02 22:55:00,0.102,0.0301029996659,40.8081287763,0
2014-04-02 23:00:00,0.066,0.0301029996659,28.2169933114,0
2014-04-02 23:05:00,0.1,0.0301029996659,-13.7500575455,0
2014-04-02 23:10:00,0.098,0.0301029996659,27.3498015941,0
2014-04-02 23:15:00,0.068,0.0301029996659,-32.3696903653,0
2014-04-02 23:20:00,0.102,0.0301029996659,10.5240225391,0
2014-04-02 23:25:00,0.102,0.0301029996659,3.47730669272,0
2014-04-02 23:30:00,0.102,0.0301029996659,21.8760861665,0
2014-04-02 23:35:00,0.1,0.0301029996659,17.6850904186,0
2014-04-02 23:40:00,0.068,0.0301029996659,10.9069909634,0
2014-04-02 23:45:00,0.098,0.0301029996659,-20.5776195934,0
2014-04-02 23:50:00,0.1,0.0301029996659,-7.50129822273,0
2014-04-02 23:55:00,0.1,0.0301029996659,-14.6687441081,0
2014-04-03 00:00:00,0.102,0.0301029996659,-11.2728160222,0
2014-04-03 00:05:00,0.098,0.0301029996659,-4.36826747765,0
2014-04-03 00:10:00,0.102,0.0301029996659,-19.4957810782,0
2014-04-03 00:15:00,9.904,0.0301029996659,20.8742476086,0
2014-04-03 00:20:00,0.102,0.0301029996659,-7.93179974087,0
2014-04-03 00:25:00,0.1,0.0301029996659,19.9172227404,0
2014-04-03 00:30:00,0.1,0.0301029996659,9.49467149169,0
2014-04-03 00:35:00,0.068,0.0301029996659,11.1696496011,0
2014-04-03 00:40:00,55.354,0.0301029996659,105.468114218,0
2014-04-03 00:45:00,87.164,0.0301029996659,123.920056492,0
2014-04-03 00:50:00,97.528,0.0301029996659,123.451788557,0
2014-04-03 00:55:00,76.988,0.0301029996659,63.879644208,0
2014-04-03 01:00:00,8.372,0.0301029996659,-50.4170735767,0
2014-04-03 01:05:00,0.068,0.0301029996659,-12.4211089222,0
2014-04-03 01:10:00,0.102,0.0301029996659,-7.06867811893,0
2014-04-03 01:15:00,0.1,0.0301029996659,8.49807683501,0
2014-04-03 01:20:00,0.066,0.0301029996659,3.40682128192,0
2014-04-03 01:25:00,0.1,0.0301029996659,2.80028537426,0
2014-04-03 01:30:00,0.102,0.0301029996659,-0.231893939292,0
2014-04-03 01:35:00,0.068,0.0301029996659,-1.22436837925,0
2014-04-03 01:40:00,0.1,0.0301029996659,3.63607809853,0
2014-04-03 01:45:00,0.102,0.0301029996659,6.665383032,0
2014-04-03 01:50:00,0.068,0.0301029996659,-1.47054010636,0
2014-04-03 01:55:00,0.1,0.0301029996659,-8.65914802198,0
2014-04-03 02:00:00,0.1,0.0301029996659,4.69038455837,0
2014-04-03 02:05:00,0.102,0.0301029996659,7.8123125929,0
2014-04-03 02:10:00,0.1,0.0301029996659,16.4156879784,0
2014-04-03 02:15:00,0.066,0.0301029996659,12.0021554965,0
2014-04-03 02:20:00,0.1,0.0301029996659,11.6227479216,0
2014-04-03 02:25:00,0.1,0.0301029996659,-3.61106569333,0
2014-04-03 02:30:00,0.068,0.0301029996659,-2.79569828783,0
2014-04-03 02:35:00,0.1,0.0301029996659,-5.42590129293,0
2014-04-03 02:40:00,0.1,0.0301029996659,-5.33029930122,0
2014-04-03 02:45:00,0.068,0.0301029996659,-2.10695606062,0
2014-04-03 02:50:00,0.1,0.0301029996659,-1.76332363273,0
2014-04-03 02:55:00,0.068,0.0301029996659,-1.25706529377,0
2014-04-03 03:00:00,0.1,0.0301029996659,4.88487332426,0
