Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
numenta,reward_low_FP_rate,artificialNoAnomaly/art_daily_small_noise.csv,0.575195503235,0.0,0,3428,0,0,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,0.575195503235,0.428346608846,5,3021,2,400,4032
numenta,reward_low_FP_rate,realTweets/Twitter_volume_FB.csv,0.575195503235,1.06048222172,3,13498,3,1579,15833
numenta,reward_low_FP_rate,realAdExchange/exchange-4_cpc_results.csv,0.575195503235,0.512262236929,3,1231,1,162,1643
numenta,reward_low_FP_rate,realTraffic/occupancy_6005.csv,0.575195503235,0.641272490375,1,1783,1,238,2380
numenta,reward_low_FP_rate,artificialWithAnomaly/art_load_balancer_spikes.csv,0.575195503235,0.679144533141,2,3024,1,401,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,0.575195503235,0.875727409493,3,3025,0,400,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,0.575195503235,-2.22,0,930,1,126,1243
numenta,reward_low_FP_rate,realKnownCause/cpu_utilization_asg_misconfiguration.csv,0.575195503235,-1.89304887591,19,15788,13,1480,18050
numenta,reward_low_FP_rate,realAdExchange/exchange-2_cpc_results.csv,0.575195503235,-1.44,0,1216,2,163,1624
numenta,reward_low_FP_rate,realTraffic/occupancy_t4013.csv,0.575195503235,1.0760251845,5,1872,3,245,2500
numenta,reward_low_FP_rate,realTweets/Twitter_volume_CRM.csv,0.575195503235,0.723575559502,5,13559,0,1588,15902
numenta,reward_low_FP_rate,artificialNoAnomaly/art_noisy.csv,0.575195503235,0.0,0,3428,0,0,4032
numenta,reward_low_FP_rate,realTraffic/speed_6005.csv,0.575195503235,0.402622001756,4,1884,2,235,2500
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,0.575195503235,0.980976840312,3,3023,3,399,4032
numenta,reward_low_FP_rate,realTweets/Twitter_volume_GOOG.csv,0.575195503235,-0.701700438305,4,13653,7,1428,15842
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,0.575195503235,0.865591764401,2,3024,1,401,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,0.575195503235,0.450364385329,2,3546,2,471,4730
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,0.575195503235,0.739634634561,2,3023,0,403,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,0.575195503235,0.736537840284,8,3084,1,335,4032
numenta,reward_low_FP_rate,realTraffic/TravelTime_451.csv,0.575195503235,-1.0,0,1621,0,217,2162
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_network_in_257a54.csv,0.575195503235,0.86067182427,4,3025,0,399,4032
numenta,reward_low_FP_rate,artificialNoAnomaly/art_daily_perfect_square_wave.csv,0.575195503235,0.0,0,3428,0,0,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/grok_asg_anomaly.csv,0.575195503235,1.65860405396,7,3457,6,458,4621
numenta,reward_low_FP_rate,realKnownCause/ambient_temperature_system_failure.csv,0.575195503235,0.664103248493,4,5786,5,722,7267
numenta,reward_low_FP_rate,realTweets/Twitter_volume_UPS.csv,0.575195503235,1.64487861789,14,13527,4,1571,15866
numenta,reward_low_FP_rate,artificialWithAnomaly/art_daily_jumpsdown.csv,0.575195503235,0.638908670438,2,3024,1,401,4032
numenta,reward_low_FP_rate,realKnownCause/rogue_agent_key_updown.csv,0.575195503235,-1.96511219487,1,4028,7,529,5315
numenta,reward_low_FP_rate,realAdExchange/exchange-2_cpm_results.csv,0.575195503235,1.50824330604,3,1218,1,159,1624
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,0.575195503235,-0.88,0,3424,4,0,4032
numenta,reward_low_FP_rate,realTweets/Twitter_volume_IBM.csv,0.575195503235,-1.42694869883,6,13538,15,1584,15893
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,0.575195503235,1.72310160415,6,3026,0,396,4032
numenta,reward_low_FP_rate,realTraffic/speed_t4013.csv,0.575195503235,1.9811376438,6,1871,0,244,2495
numenta,reward_low_FP_rate,realTraffic/TravelTime_387.csv,0.575195503235,0.166284923821,2,1874,2,247,2500
numenta,reward_low_FP_rate,realTweets/Twitter_volume_PFE.csv,0.575195503235,0.609437328233,7,13515,5,1581,15858
numenta,reward_low_FP_rate,artificialNoAnomaly/art_daily_no_noise.csv,0.575195503235,0.0,0,3428,0,0,4032
numenta,reward_low_FP_rate,realAdExchange/exchange-4_cpm_results.csv,0.575195503235,1.38471036268,7,1232,1,157,1643
numenta,reward_low_FP_rate,realAWSCloudwatch/elb_request_count_8c0756.csv,0.575195503235,1.71595613499,4,3026,0,398,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,0.575195503235,1.71595613499,3,3026,0,399,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,0.575195503235,-0.138449197924,2,3026,0,400,4032
numenta,reward_low_FP_rate,realTweets/Twitter_volume_CVS.csv,0.575195503235,1.87550622489,9,13573,4,1517,15853
numenta,reward_low_FP_rate,artificialWithAnomaly/art_daily_flatmiddle.csv,0.575195503235,0.46235290932,1,3023,2,402,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.575195503235,1.05956648491,3,3023,3,399,4032
numenta,reward_low_FP_rate,realKnownCause/rogue_agent_key_hold.csv,0.575195503235,-1.08740023262,1,1409,1,189,1882
