timestamp,value,anomaly_score,predValueFirst,predValueLast,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2015-02-26 21:42:53,57,0.0,0.0,0.0,0,0.0,0.0,0.0
2015-02-26 21:47:53,43,0.0,28.5,0.0,0,0.0,0.0,0.0
2015-02-26 21:52:53,55,0.0,33.3333333333,0.0,0,0.0,0.0,0.0
2015-02-26 21:57:53,64,0.0,38.75,0.0,0,0.0,0.0,0.0
2015-02-26 22:02:53,93,0.0,43.8,0.0,0,0.0,0.0,0.0
2015-02-26 22:07:53,104,0.0,52.0,0.0,0,0.0,0.0,0.0
2015-02-26 22:12:53,89,0.0,59.4285714286,0.0,0,0.0,0.0,0.0
2015-02-26 22:17:53,87,0.0,63.125,0.0,0,0.0,0.0,0.0
2015-02-26 22:22:53,57,0.0,65.7777777778,0.0,0,0.0,0.0,0.0
2015-02-26 22:27:53,68,0.0,64.9,0.0,0,0.0,0.0,0.0
2015-02-26 22:32:53,64,0.0,65.1818181818,0.0,0,0.0,0.0,0.0
2015-02-26 22:37:53,61,0.0,65.0833333333,0.0,0,0.0,0.0,0.0
2015-02-26 22:42:53,73,0.0,64.7692307692,0.0,0,0.0,0.0,0.0
2015-02-26 22:47:53,79,0.0,65.3571428571,0.0,0,0.0,0.0,0.0
2015-02-26 22:52:53,80,0.0,66.2666666667,0.0,0,0.0,0.0,0.0
2015-02-26 22:57:53,76,0.0,67.125,0.0,0,0.0,0.0,0.0
2015-02-26 23:02:53,49,0.0,67.6470588235,0.0,0,0.0,0.0,0.0
2015-02-26 23:07:53,59,0.0,66.6111111111,0.0,0,0.0,0.0,0.0
2015-02-26 23:12:53,55,0.0,66.2105263158,0.0,0,0.0,0.0,0.0
2015-02-26 23:17:53,48,0.0,65.65,0.0,0,0.0,0.0,0.0
2015-02-26 23:22:53,41,0.0,64.8095238095,0.0,0,0.0,0.0,0.0
2015-02-26 23:27:53,49,0.0,63.7272727273,0.0,0,0.0,0.0,0.0
2015-02-26 23:32:53,63,0.0,63.0869565217,0.0,0,0.0,0.0,0.0
2015-02-26 23:37:53,36,0.0,63.0833333333,0.0,0,0.0,0.0,0.0
2015-02-26 23:42:53,42,0.0,62.0,0.0,0,0.0,0.0,0.0
2015-02-26 23:47:53,50,0.0,61.2307692308,0.0,0,0.0,0.0,0.0
2015-02-26 23:52:53,35,0.0,60.8148148148,0.0,0,0.0,0.0,0.0
2015-02-26 23:57:53,41,0.0,59.8928571429,0.0,0,0.0,0.0,0.0
2015-02-27 00:02:53,39,0.0,59.2413793103,0.0,0,0.0,0.0,0.0
2015-02-27 00:07:53,48,0.0,58.5666666667,0.0,0,0.0,0.0,0.0
2015-02-27 00:12:53,31,0.0,58.2258064516,0.0,0,0.0,0.0,0.0
2015-02-27 00:17:53,35,0.0,57.375,0.0,0,0.0,0.0,0.0
2015-02-27 00:22:53,32,0.0,56.696969697,0.0,0,0.0,0.0,0.0
2015-02-27 00:27:53,36,0.0,55.9705882353,0.0,0,0.0,0.0,0.0
