timestamp,value,anomaly_score,predValue,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2015-09-01 11:30:00,13.56,0.0,0.0,0,0.0,0.0,0.0
2015-09-01 11:35:00,8.33,0.0,13.56,0,0.0,0.0,0.0
2015-09-01 11:40:00,11.78,0.0,19.9652120762,0,0.0,0.0,0.0
2015-09-01 11:55:00,15.28,0.0,22.5841553783,0,0.0,0.0,0.0
2015-09-01 12:00:00,10.06,0.0,26.4504254746,0,0.0,0.0,0.0
2015-09-01 12:05:00,7.44,0.0,27.9817058077,0,0.0,0.0,0.0
2015-09-01 12:10:00,8.11,0.0,29.0360283952,0,0.0,0.0,0.0
2015-09-01 12:15:00,10.72,0.0,30.0998434618,0,0.0,0.0,0.0
2015-09-01 12:20:00,11.83,0.0,31.2720953332,0,0.0,0.0,0.0
2015-09-01 12:25:00,9.61,0.0,32.5662490854,0,0.0,0.0,0.0
2015-09-01 12:30:00,10.22,0.0,33.3712591676,0,0.0,0.0,0.0
2015-09-01 12:35:00,10.72,0.0,34.372411837,0,0.0,0.0,0.0
2015-09-01 12:45:00,10.28,0.0,35.0466366471,0,0.0,0.0,0.0
2015-09-01 12:50:00,13.72,0.0,35.8283220832,0,0.0,0.0,0.0
2015-09-01 12:55:00,7.39,0.0,36.6979563598,0,0.0,0.0,0.0
2015-09-01 13:05:00,2.61,0.0,37.094544833,0,0.0,0.0,0.0
2015-09-01 13:10:00,7.33,0.0,37.2039723084,0,0.0,0.0,0.0
2015-09-01 13:15:00,8.5,0.0,37.5500036497,0,0.0,0.0,0.0
2015-09-01 13:20:00,10.56,0.0,37.9788934958,0,0.0,0.0,0.0
2015-09-01 13:25:00,13.78,0.0,38.4013161347,0,0.0,0.0,0.0
2015-09-01 13:35:00,7.78,0.0,38.991459051,0,0.0,0.0,0.0
2015-09-01 13:45:00,7.72,0.0,39.2770764996,0,0.0,0.0,0.0
2015-09-01 13:50:00,10.11,0.0,39.5076438362,0,0.0,0.0,0.0
2015-09-01 14:00:00,9.56,0.0,39.8426990816,0,0.0,0.0,0.0
2015-09-01 14:05:00,14.94,0.0,40.1231604913,0,0.0,0.0,0.0
2015-09-01 14:10:00,25.89,0.0,40.6002607173,0,0.0,0.0,0.0
2015-09-01 14:15:00,10.17,0.0,41.3920797884,0,0.0,0.0,0.0
2015-09-01 14:30:00,6.39,0.0,41.6154714143,0,0.0,0.0,0.0
2015-09-01 14:35:00,12.89,0.0,41.7219138384,0,0.0,0.0,0.0
2015-09-01 14:40:00,9.06,0.0,41.9921567882,0,0.0,0.0,0.0
2015-09-01 14:50:00,11.67,0.0,42.1545346636,0,0.0,0.0,0.0
2015-09-01 14:55:00,7.94,0.0,42.3372511313,0,0.0,0.0,0.0
2015-09-01 15:00:00,8.17,0.0,42.4412078537,0,0.0,0.0,0.0
2015-09-01 15:05:00,24.72,0.0,42.5143337019,0,0.0,0.0,0.0
2015-09-01 15:10:00,9.06,0.0,42.9538807315,0,0.0,0.0,0.0
2015-09-01 15:25:00,14.89,0.0,43.0444875767,0,0.0,0.0,0.0
2015-09-01 15:30:00,8.28,0.0,43.2973894968,0,0.0,0.0,0.0
2015-09-01 15:35:00,7.83,0.0,43.3059742144,0,0.0,0.0,0.0
2015-09-01 15:40:00,12.28,0.0,43.3381246807,0,0.0,0.0,0.0
2015-09-01 15:45:00,14.94,0.0,43.4266849775,0,0.0,0.0,0.0
2015-09-01 15:55:00,14.39,0.0,43.5865661478,0,0.0,0.0,0.0
2015-09-01 16:00:00,7.5,0.0,43.7697806928,0,0.0,0.0,0.0
2015-09-01 16:05:00,11.5,0.0,43.6883073609,0,0.0,0.0,0.0
2015-09-01 16:10:00,10.0,0.0,43.7639351114,0,0.0,0.0,0.0
2015-09-01 16:15:00,8.83,0.0,43.7540630934,0,0.0,0.0,0.0
2015-09-01 16:20:00,11.33,0.0,43.766171465,0,0.0,0.0,0.0
2015-09-01 16:25:00,11.17,0.0,43.7889078311,0,0.0,0.0,0.0
2015-09-01 16:30:00,9.83,0.0,43.8162348994,0,0.0,0.0,0.0
2015-09-01 16:40:00,7.67,0.0,43.7821347897,0,0.0,0.0,0.0
2015-09-01 16:45:00,14.89,0.0,43.7099634026,0,0.0,0.0,0.0
2015-09-01 16:55:00,7.28,0.0,43.7630833628,0,0.0,0.0,0.0
2015-09-01 17:05:00,11.83,0.0,43.7061194396,0,0.0,0.0,0.0
2015-09-01 17:10:00,13.72,0.0,43.6987501128,0,0.0,0.0,0.0
2015-09-01 17:15:00,21.33,0.0,43.6666367542,0,0.0,0.0,0.0
2015-09-01 17:20:00,21.61,0.0,43.73053901,0,0.0,0.0,0.0
2015-09-01 17:25:00,14.61,0.0,43.77935314,0,0.0,0.0,0.0
2015-09-01 17:35:00,15.28,0.0,43.7552475535,0,0.0,0.0,0.0
2015-09-01 17:40:00,10.33,0.0,43.7173229972,0,0.0,0.0,0.0
2015-09-01 17:45:00,7.61,0.0,43.6142260325,0,0.0,0.0,0.0
2015-09-01 17:50:00,8.89,0.0,43.5089324279,0,0.0,0.0,0.0
2015-09-01 17:55:00,10.72,0.0,43.3416441682,0,0.0,0.0,0.0
2015-09-01 17:59:00,9.06,0.0,43.2941819413,0,0.0,0.0,0.0
2015-09-01 18:10:00,14.0,0.0,43.1296755188,0,0.0,0.0,0.0
2015-09-01 18:15:00,14.56,0.0,43.107963024,0,0.0,0.0,0.0
2015-09-01 18:20:00,8.06,0.0,42.9515413606,0,0.0,0.0,0.0
2015-09-01 18:25:00,4.89,0.0,42.9034156781,0,0.0,0.0,0.0
2015-09-01 18:30:00,7.72,0.0,42.5984610465,0,0.0,0.0,0.0
2015-09-01 18:35:00,9.11,0.0,42.6050303478,0,0.0,0.0,0.0
2015-09-01 18:45:00,6.89,0.0,42.2969074041,0,0.0,0.0,0.0
2015-09-01 18:50:00,9.11,0.0,42.3129843706,0,0.0,0.0,0.0
2015-09-01 19:20:00,8.33,0.0,42.0308437995,0,0.0,0.0,0.0
2015-09-01 19:25:00,5.33,0.0,41.9771391197,0,0.0,0.0,0.0
2015-09-01 19:35:00,6.11,0.0,41.755344276,0,0.0,0.0,0.0
