timestamp,value,anomaly_score,predValueFirst,predValueLast,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-02 14:29:00,42.652,0.0,0.0,0.0,0,0.0,0.0,0.0
2014-04-02 14:34:00,41.362,0.0,21.326,0.0,0,0.0,0.0,0.0
2014-04-02 14:39:00,43.408,0.0,28.0046666667,0.0,0,0.0,0.0,0.0
2014-04-02 14:44:00,40.262,0.0,31.8555,0.0,0,0.0,0.0,0.0
2014-04-02 14:49:00,40.328,0.0,33.5368,0.0,0,0.0,0.0,0.0
2014-04-02 14:54:00,42.652,0.0,34.6686666667,0.0,0,0.0,0.0,0.0
2014-04-02 14:59:00,39.836,0.0,35.8091428571,0.0,0,0.0,0.0,0.0
2014-04-02 15:04:00,42.57,0.0,36.3125,0.0,0,0.0,0.0,0.0
2014-04-02 15:09:00,45.212,0.0,37.0077777778,0.0,0,0.0,0.0,0.0
2014-04-02 15:14:00,41.15,0.0,37.8282,0.0,0,0.0,0.0,0.0
2014-04-02 15:19:00,42.91,0.0,38.1301818182,0.0,0,0.0,0.0,0.0
2014-04-02 15:24:00,43.756,0.0,38.5285,0.0,0,0.0,0.0,0.0
2014-04-02 15:29:00,38.522,0.0,38.9306153846,0.0,0,0.0,0.0,0.0
2014-04-02 15:34:00,42.488,0.0,38.9014285714,0.0,0,0.0,0.0,0.0
2014-04-02 15:39:00,41.268,0.0,39.1405333333,0.0,0,0.0,0.0,0.0
2014-04-02 15:44:00,42.136,0.0,39.2735,0.0,0,0.0,0.0,0.0
2014-04-02 15:49:00,42.066,0.0,39.4418823529,0.0,0,0.0,0.0,0.0
2014-04-02 15:54:00,43.544,0.0,39.5876666667,0.0,0,0.0,0.0,0.0
2014-04-02 15:59:00,38.404,0.0,39.7958947368,0.0,0,0.0,0.0,0.0
2014-04-02 16:04:00,42.018,0.0,39.7263,0.0,0,0.0,0.0,0.0
2014-04-02 16:09:00,44.872,0.0,39.8354285714,0.0,0,0.0,0.0,0.0
2014-04-02 16:14:00,40.658,0.0,40.0643636364,0.0,0,0.0,0.0,0.0
2014-04-02 16:19:00,42.276,0.0,40.090173913,0.0,0,0.0,0.0,0.0
2014-04-02 16:24:00,43.052,0.0,40.18125,0.0,0,0.0,0.0,0.0
2014-04-02 16:29:00,43.568,0.0,40.29608,0.0,0,0.0,0.0,0.0
2014-04-02 16:34:00,38.356,0.0,40.4219230769,0.0,0,0.0,0.0,0.0
2014-04-02 16:39:00,39.788,0.0,40.3454074074,0.0,0,0.0,0.0,0.0
2014-04-02 16:44:00,41.83,0.0,40.3255,0.0,0,0.0,0.0,0.0
2014-04-02 16:49:00,39.038,0.0,40.3773793103,0.0,0,0.0,0.0,0.0
2014-04-02 16:54:00,42.184,0.0,40.3327333333,0.0,0,0.0,0.0,0.0
2014-04-02 16:59:00,41.76,0.0,40.3924516129,0.0,0,0.0,0.0,0.0
2014-04-02 17:04:00,43.99,0.0,40.4351875,0.0,0,0.0,0.0,0.0
2014-04-02 17:09:00,41.476,0.0,40.5429090909,0.0,0,0.0,0.0,0.0
2014-04-02 17:14:00,39.236,0.0,40.5703529412,0.0,0,0.0,0.0,0.0
2014-04-02 17:19:00,41.798,0.0,40.5322285714,0.0,0,0.0,0.0,0.0
2014-04-02 17:24:00,39.722,0.0,40.5673888889,0.0,0,0.0,0.0,0.0
2014-04-02 17:29:00,40.61,0.0,40.5445405405,0.0,0,0.0,0.0,0.0
2014-04-02 17:34:00,44.414,0.0,40.5462631579,0.0,0,0.0,0.0,0.0
