timestamp,value,anomaly_score,predValueFirst,predValueLast,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2013-10-09 16:25:00,9926554.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2013-10-09 16:30:00,50745578.0,0.0,4963277.0,0.0,0,0.0,0.0,0.0
2013-10-09 16:35:00,61519397.0,0.0,20224044.0,0.0,0,0.0,0.0,0.0
2013-10-09 16:40:00,55996401.0,0.0,30547882.25,0.0,0,0.0,0.0,0.0
2013-10-09 16:45:00,40876988.0,0.0,35637586.0,0.0,0,0.0,0.0,0.0
2013-10-09 16:50:00,27578939.0,0.0,36510819.6667,0.0,0,0.0,0.0,0.0
2013-10-09 16:55:00,21556437.0,0.0,35234836.7143,0.0,0,0.0,0.0,0.0
2013-10-09 17:00:00,17440444.6,0.0,33525036.75,0.0,0,0.0,0.0,0.0
2013-10-09 17:05:00,15573374.0,0.0,31737859.8444,0.0,0,0.0,0.0,0.0
2013-10-09 17:10:00,16861197.6,0.0,30121411.26,0.0,0,0.0,0.0,0.0
2013-10-09 17:15:00,15478144.6,0.0,28915937.2909,0.0,0,0.0,0.0,0.0
2013-10-09 17:20:00,13678676.6,0.0,27796121.2333,0.0,0,0.0,0.0,0.0
2013-10-09 17:25:00,11499313.8,0.0,26710163.9538,0.0,0,0.0,0.0,0.0
2013-10-09 17:30:00,12124202.8,0.0,25623674.6571,0.0,0,0.0,0.0,0.0
2013-10-09 17:35:00,9052782.8,0.0,24723709.8667,0.0,0,0.0,0.0,0.0
2013-10-09 17:40:00,8203117.2,0.0,23744276.925,0.0,0,0.0,0.0,0.0
2013-10-09 17:45:00,8309003.0,0.0,22830091.0588,0.0,0,0.0,0.0,0.0
2013-10-09 17:50:00,7288143.8,0.0,22023363.9444,0.0,0,0.0,0.0,0.0
2013-10-09 17:55:00,8049176.2,0.0,21247826.0421,0.0,0,0.0,0.0,0.0
